evaluations raw_y
1 54.0000000000
1000 54.0000000000
evaluations raw_y
1 54.0000000000
1000 54.0000000000
evaluations raw_y
1 54.0000000000
1000 54.0000000000
evaluations raw_y
1 54.0000000000
823 55.0000000000
1000 54.0000000000
evaluations raw_y
1 54.0000000000
1000 54.0000000000
evaluations raw_y
1 54.0000000000
1000 54.0000000000
evaluations raw_y
1 54.0000000000
1000 54.0000000000
evaluations raw_y
1 54.0000000000
82 54.0000000000
